year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
2000,"LOS ANGELES, CA","MINNEAPOLIS, MN",814,1536,1193,352.98001,.65860003,7.336937,0,0,1,5.4026775,53.830643,.65860003,7.0842266
1999,"LOS ANGELES, CA","MINNEAPOLIS, MN",814,1536,1189,329.13,.65279996,7.336937,0,1,0,5.3327188,53.830643,.65279996,7.0808678
1997,"LOS ANGELES, CA","MINNEAPOLIS, MN",814,1536,890,386.37,.71690005,7.336937,0,0,0,5.4930615,53.830643,.71690005,6.7912216
1998,"HOUSTON, TX","RENO, NV",703,1542,146,273.48001,.39330003,7.3408356,1,0,0,5.1474943,53.887867,.39330003,4.9836068
2000,"HOUSTON, TX","RENO, NV",703,1542,176,281.42999,.3459,7.3408356,0,0,1,5.1761498,53.887867,.3459,5.1704841
1997,"HOUSTON, TX","RENO, NV",703,1542,163,259.17001,.36189997,7.3408356,0,0,0,5.09375,53.887867,.36189997,5.09375
1999,"HOUSTON, TX","RENO, NV",703,1542,182,251.22,.32919997,7.3408356,0,1,0,5.0625949,53.887867,.32919997,5.2040067
1998,"DENVER, CO","ORLANDO, FL",542,1545,842,313.23001,.66019994,7.3427792,1,0,0,5.2832036,53.916405,.66019994,6.7357802
1999,"DENVER, CO","ORLANDO, FL",542,1545,918,302.10001,.40700001,7.3427792,0,1,0,5.2470241,53.916405,.40700001,6.8221974
2000,"DENVER, CO","ORLANDO, FL",542,1545,910,365.70001,.40130001,7.3427792,0,0,1,5.4380794,53.916405,.40130001,6.8134446
1997,"DENVER, CO","ORLANDO, FL",542,1545,770,311.64001,.64469999,7.3427792,0,0,0,5.2781148,53.916405,.64469999,6.6463904
1999,"ONTARIO, CA","ST. LOUIS, MO",999,1549,184,310.04999,.45229998,7.345365,0,1,0,5.2729998,53.954388,.45229998,5.2149358
1998,"ONTARIO, CA","ST. LOUIS, MO",999,1549,171,330.72,.48349997,7.345365,1,0,0,5.3375382,53.954388,.48349997,5.1416636
2000,"ONTARIO, CA","ST. LOUIS, MO",999,1549,198,313.23001,.4797,7.345365,0,0,1,5.2832036,53.954388,.4797,5.2882671
1997,"ONTARIO, CA","ST. LOUIS, MO",999,1549,170,290.97,.48689997,7.345365,0,0,0,5.209486,53.954388,.48689997,5.1357985
1999,"ALBUQUERQUE, NM","ORLANDO, FL",23,1554,194,251.22,.47229999,7.3485875,0,1,0,5.0625949,54.00174,.47229999,5.267858
1998,"ALBUQUERQUE, NM","ORLANDO, FL",23,1554,198,260.76001,.49919999,7.3485875,1,0,0,5.0998664,54.00174,.49919999,5.2882671
1997,"ALBUQUERQUE, NM","ORLANDO, FL",23,1554,200,213.06,.55199999,7.3485875,0,0,0,4.89784,54.00174,.55199999,5.2983174
2000,"ALBUQUERQUE, NM","ORLANDO, FL",23,1554,197,268.70999,.56330001,7.3485875,0,0,1,5.1298985,54.00174,.56330001,5.2832036
1999,"DENVER, CO","PHILADELPHIA, PA",543,1558,528,492.89999,.50440001,7.3511581,0,1,0,5.7365723,54.039528,.50440001,6.2690964
2000,"DENVER, CO","PHILADELPHIA, PA",543,1558,620,472.23001,.48019999,7.3511581,0,0,1,5.6937323,54.039528,.48019999,6.4297194
1997,"DENVER, CO","PHILADELPHIA, PA",543,1558,350,589.89001,.59890002,7.3511581,0,0,0,5.9162021,54.039528,.59890002,5.857933
1998,"DENVER, CO","PHILADELPHIA, PA",543,1558,521,491.31,.56940001,7.3511581,1,0,0,5.7333412,54.039528,.56940001,6.2557502
1997,"ST. LOUIS, MO","SAN DIEGO, CA",1136,1559,336,294.14999,.5751,7.3518,0,0,0,5.220356,54.048962,.5751,5.817111
1999,"ST. LOUIS, MO","SAN DIEGO, CA",1136,1559,342,335.48999,.56760001,7.3518,0,1,0,5.3518581,54.048962,.56760001,5.8348107
2000,"ST. LOUIS, MO","SAN DIEGO, CA",1136,1559,367,356.16,.5402,7.3518,0,0,1,5.4116459,54.048962,.5402,5.9053617
1998,"ST. LOUIS, MO","SAN DIEGO, CA",1136,1559,321,351.39001,.61080003,7.3518,1,0,0,5.3981628,54.048962,.61080003,5.771441
1997,"BOSTON, MA","DALLAS, TX",211,1562,1057,559.67999,.64059997,7.3537221,0,0,0,5.8636312,54.077229,.64059997,6.9631901
1999,"BOSTON, MA","DALLAS, TX",211,1562,1135,507.20999,.6257,7.3537221,0,1,0,5.7651911,54.077229,.6257,7.0343881
2000,"BOSTON, MA","DALLAS, TX",211,1562,1216,578.76001,.58270001,7.3537221,0,0,1,5.8971539,54.077229,.58270001,7.103322
1998,"BOSTON, MA","DALLAS, TX",211,1562,1164,507.20999,.67580003,7.3537221,1,0,0,5.7651911,54.077229,.67580003,7.0596175
1998,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,98,321.17999,.34110001,7.3581939,1,0,0,5.3082676,54.143017,.34110001,4.5849676
2000,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,117,305.28,.37810001,7.3581939,0,0,1,5.2574954,54.143017,.37810001,4.7621741
1999,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,118,295.73999,.3691,7.3581939,0,1,0,5.2257466,54.143017,.3691,4.7706847
1997,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,112,310.04999,.36340001,7.3581939,0,0,0,5.2729998,54.143017,.36340001,4.7184987
2000,"CINCINNATI, OH","PHOENIX, AZ",382,1570,218,426.12,.84559995,7.3588309,0,0,1,5.5909872,54.152393,.84559995,5.3844953
1997,"CINCINNATI, OH","PHOENIX, AZ",382,1570,209,386.37,.84099996,7.3588309,0,0,0,5.4930615,54.152393,.84099996,5.3423343
1998,"CINCINNATI, OH","PHOENIX, AZ",382,1570,167,437.25,.87589997,7.3588309,1,0,0,5.6167712,54.152393,.87589997,5.1179938
1999,"CINCINNATI, OH","PHOENIX, AZ",382,1570,148,453.14999,.7726,7.3588309,0,1,0,5.6524892,54.152393,.7726,4.9972124
1999,"ST. LOUIS, MO","SANTA ANA, CA",1139,1571,189,429.29999,.71720004,7.3594675,0,1,0,5.5984221,54.161762,.71720004,5.2417469
2000,"ST. LOUIS, MO","SANTA ANA, CA",1139,1571,159,473.82001,.70519996,7.3594675,0,0,1,5.6970935,54.161762,.70519996,5.0689044
1997,"ST. LOUIS, MO","SANTA ANA, CA",1139,1571,167,419.76001,.7489,7.3594675,0,0,0,5.5759492,54.161762,.7489,5.1179938
1998,"ST. LOUIS, MO","SANTA ANA, CA",1139,1571,164,483.35999,.7744,7.3594675,1,0,0,5.7170277,54.161762,.7744,5.0998664
1999,"HOUSTON, TX","PROVIDENCE, RI",701,1573,269,267.12,.62089998,7.3607397,0,1,0,5.1239638,54.180489,.62089998,5.5947113
1998,"HOUSTON, TX","PROVIDENCE, RI",701,1573,186,290.97,.4562,7.3607397,1,0,0,5.209486,54.180489,.4562,5.2257466
1997,"HOUSTON, TX","PROVIDENCE, RI",701,1573,243,263.94,.43520001,7.3607397,0,0,0,5.1119876,54.180489,.43520001,5.4930615
2000,"HOUSTON, TX","PROVIDENCE, RI",701,1573,233,333.89999,.44509998,7.3607397,0,0,1,5.3471074,54.180489,.44509998,5.4510384
1998,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,482,418.17001,.44459999,7.3613753,1,0,0,5.572154,54.189846,.44459999,6.1779442
1997,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,567,397.5,.44080001,7.3613753,0,0,0,5.521461,54.189846,.44080001,6.3403592
1999,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,494,478.59,.44549999,7.3613753,0,1,0,5.7071104,54.189846,.44549999,6.2025356
2000,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,505,505.62,.4765,7.3613753,0,0,1,5.7620516,54.189846,.4765,6.2245584
1998,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,188,540.59998,.62650001,7.3632798,1,0,0,5.8289456,54.217888,.62650001,5.2364421
1997,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,177,663.03003,.69019997,7.3632798,0,0,0,6.0330863,54.217888,.69019997,5.1761498
2000,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,216,605.78998,.71019995,7.3632798,0,0,1,5.9427996,54.217888,.71019995,5.3752785
1999,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,190,566.03998,.65699995,7.3632798,0,1,0,5.8749309,54.217888,.65699995,5.2470241
1997,"ATLANTA, GA","PHOENIX, AZ",88,1587,710,411.81,.56580001,7.3696008,0,0,0,5.556828,54.311016,.56580001,6.5652652
1999,"ATLANTA, GA","PHOENIX, AZ",88,1587,683,469.04999,.58099997,7.3696008,0,1,0,5.6869755,54.311016,.58099997,6.526495
2000,"ATLANTA, GA","PHOENIX, AZ",88,1587,716,451.56,.60509998,7.3696008,0,0,1,5.6489744,54.311016,.60509998,6.5736804
1998,"ATLANTA, GA","PHOENIX, AZ",88,1587,674,437.25,.62770003,7.3696008,1,0,0,5.6167712,54.311016,.62770003,6.5132303
2000,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,1277,403.85999,.70459998,7.3708601,0,0,1,5.5373344,54.329578,.70459998,7.1522689
1997,"LAS VEGAS, NV","NASHVILLE, TN",779,1589,326,228.96001,.60949999,7.3708601,0,0,0,4.9698133,54.329578,.60949999,5.7868972
1999,"LAS VEGAS, NV","NASHVILLE, TN",779,1589,362,268.70999,.69099998,7.3708601,0,1,0,5.1298985,54.329578,.69099998,5.891644
1998,"LAS VEGAS, NV","NASHVILLE, TN",779,1589,324,275.07001,.6067,7.3708601,1,0,0,5.1532917,54.329578,.6067,5.7807436
1999,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,1152,384.78,.68089998,7.3708601,0,1,0,5.4889379,54.329578,.68089998,7.0492549
1998,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,937,403.85999,.75980002,7.3708601,1,0,0,5.5373344,54.329578,.75980002,6.8426833
2000,"LAS VEGAS, NV","NASHVILLE, TN",779,1589,337,278.25,.76169997,7.3708601,0,0,1,5.1647859,54.329578,.76169997,5.8200831
1997,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,947,395.91,.7723,7.3708601,0,0,0,5.5174527,54.329578,.7723,6.8532991
1997,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,433,383.19,.7586,7.3714895,0,0,0,5.484797,54.33886,.7586,6.0707378
1999,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,467,400.67999,.65470004,7.3714895,0,1,0,5.529429,54.33886,.65470004,6.1463294
2000,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,530,372.06,.62950003,7.3714895,0,0,1,5.4553213,54.33886,.62950003,6.2728772
1998,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,487,381.60001,.70660001,7.3714895,1,0,0,5.480639,54.33886,.70660001,6.1882639
1999,"INDIANAPOLIS, IN","LAS VEGAS, NV",716,1591,793,201.92999,.52709997,7.372118,0,1,0,4.8441873,54.348125,.52709997,6.6758232
1998,"INDIANAPOLIS, IN","LAS VEGAS, NV",716,1591,885,200.34,.49740002,7.372118,1,0,0,4.8362818,54.348125,.49740002,6.7855878
2000,"INDIANAPOLIS, IN","LAS VEGAS, NV",716,1591,885,213.06,.57020003,7.372118,0,0,1,4.89784,54.348125,.57020003,6.7855878
1997,"INDIANAPOLIS, IN","LAS VEGAS, NV",716,1591,786,190.8,.51069999,7.372118,0,0,0,4.7874918,54.348125,.51069999,6.6669569
2000,"LOS ANGELES, CA","ST. LOUIS, MO",838,1593,709,400.67999,.48439997,7.3733745,0,0,1,5.529429,54.36665,.48439997,6.5638556
1998,"LOS ANGELES, CA","ST. LOUIS, MO",838,1593,644,410.22,.60589999,7.3733745,1,0,0,5.5529594,54.36665,.60589999,6.4676986
1999,"LOS ANGELES, CA","ST. LOUIS, MO",838,1593,667,400.67999,.59009999,7.3733745,0,1,0,5.529429,54.36665,.59009999,6.50279
1997,"LOS ANGELES, CA","ST. LOUIS, MO",838,1593,666,356.16,.5898,7.3733745,0,0,0,5.4116459,54.36665,.5898,6.5012898
1998,"BOSTON, MA","HOUSTON, TX",217,1597,594,537.41998,.63139999,7.3758821,1,0,0,5.8230457,54.403637,.63139999,6.3868794
1999,"BOSTON, MA","HOUSTON, TX",217,1597,646,504.03,.70349997,7.3758821,0,1,0,5.7589016,54.403637,.70349997,6.4707994
2000,"BOSTON, MA","HOUSTON, TX",217,1597,739,504.03,.72589993,7.3758821,0,0,1,5.7589016,54.403637,.72589993,6.605298
1997,"BOSTON, MA","HOUSTON, TX",217,1597,531,548.54999,.69419998,7.3758821,0,0,0,5.8435445,54.403637,.69419998,6.2747622
1999,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,224,286.20001,.2465,7.3783836,0,1,0,5.1929569,54.440544,.2465,5.4116459
1998,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,192,306.87,.2288,7.3783836,1,0,0,5.2626901,54.440544,.2288,5.2574954
2000,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,294,270.29999,.57639998,7.3783836,0,0,1,5.1357985,54.440544,.57639998,5.6835799
1997,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,196,287.79001,.2199,7.3783836,0,0,0,5.1984968,54.440544,.2199,5.2781148
1999,"HOUSTON, TX","SAN JOSE, CA",708,1610,356,370.47,.50060004,7.3839893,0,1,0,5.4510384,54.5233,.50060004,5.8749309
1997,"HOUSTON, TX","SAN JOSE, CA",708,1610,236,437.25,.42200002,7.3839893,0,0,0,5.6167712,54.5233,.42200002,5.4638319
2000,"HOUSTON, TX","SAN JOSE, CA",708,1610,386,469.04999,.53750002,7.3839893,0,0,1,5.6869755,54.5233,.53750002,5.9558372
1998,"HOUSTON, TX","SAN JOSE, CA",708,1610,240,405.45001,.45319998,7.3839893,1,0,0,5.5412636,54.5233,.45319998,5.480639
1998,"DENVER, CO","NEW YORK, NY",537,1614,1981,443.60999,.59310001,7.3864708,1,0,0,5.6312118,54.559952,.59310001,7.5913572
2000,"DENVER, CO","NEW YORK, NY",537,1614,2413,434.07001,.5927,7.3864708,0,0,1,5.6094718,54.559952,.5927,7.7886262
1999,"DENVER, CO","NEW YORK, NY",537,1614,2206,421.35001,.59150004,7.3864708,0,1,0,5.57973,54.559952,.59150004,7.698936
1997,"DENVER, CO","NEW YORK, NY",537,1614,2213,364.10999,.50389999,7.3864708,0,0,0,5.433722,54.559952,.50389999,7.7021046
2000,"DALLAS, TX","PORTLAND, OR",499,1616,417,497.67001,.4057,7.3877091,0,0,1,5.7462034,54.578247,.4057,6.0330863
1998,"DALLAS, TX","PORTLAND, OR",499,1616,372,465.87,.4131,7.3877091,1,0,0,5.6801724,54.578247,.4131,5.9188938
1997,"DALLAS, TX","PORTLAND, OR",499,1616,390,453.14999,.37360001,7.3877091,0,0,0,5.6524892,54.578247,.37360001,5.9661469
1999,"DALLAS, TX","PORTLAND, OR",499,1616,366,472.23001,.3779,7.3877091,0,1,0,5.6937323,54.578247,.3779,5.9026332
1999,"LOS ANGELES, CA","MEMPHIS, TN",811,1620,251,399.09,.73980004,7.3901815,0,1,0,5.5254531,54.614784,.73980004,5.5254531
2000,"LOS ANGELES, CA","MEMPHIS, TN",811,1620,245,457.92001,.72620004,7.3901815,0,0,1,5.6629605,54.614784,.72620004,5.5012584
1998,"LOS ANGELES, CA","MEMPHIS, TN",811,1620,229,430.89001,.72390002,7.3901815,1,0,0,5.602119,54.614784,.72390002,5.433722
1997,"LOS ANGELES, CA","MEMPHIS, TN",811,1620,268,360.92999,.69580001,7.3901815,0,0,0,5.4249501,54.614784,.69580001,5.5909872
2000,"LAS VEGAS, NV","LOUISVILLE, KY",773,1627,233,249.63,.60729998,7.3944931,0,0,1,5.0562458,54.678528,.60729998,5.4510384
1998,"LAS VEGAS, NV","LOUISVILLE, KY",773,1627,158,276.66,.37099999,7.3944931,1,0,0,5.1590552,54.678528,.37099999,5.0625949
1997,"LAS VEGAS, NV","LOUISVILLE, KY",773,1627,185,225.78,.347,7.3944931,0,0,0,4.9558272,54.678528,.347,5.220356
1999,"LAS VEGAS, NV","LOUISVILLE, KY",773,1627,193,262.35001,.33090001,7.3944931,0,1,0,5.1059456,54.678528,.33090001,5.2626901
1998,"CO SPRINGS, CO","NEW YORK, NY",424,1634,188,376.82999,.46900001,7.3987861,1,0,0,5.46806,54.742035,.46900001,5.2364421
1999,"CO SPRINGS, CO","NEW YORK, NY",424,1634,170,389.54999,.3457,7.3987861,0,1,0,5.5012584,54.742035,.3457,5.1357985
2000,"CO SPRINGS, CO","NEW YORK, NY",424,1634,190,376.82999,.34299999,7.3987861,0,0,1,5.46806,54.742035,.34299999,5.2470241
1997,"CO SPRINGS, CO","NEW YORK, NY",424,1634,246,319.59,.26709998,7.3987861,0,0,0,5.3033047,54.742035,.26709998,5.5053315
1998,"HOUSTON, TX","SAN FRANCISCO, CA",707,1636,800,427.70999,.6437,7.4000096,1,0,0,5.5947113,54.760143,.6437,6.6846118
2000,"HOUSTON, TX","SAN FRANCISCO, CA",707,1636,863,469.04999,.61809999,7.4000096,0,0,1,5.6869755,54.760143,.61809999,6.7604146
1999,"HOUSTON, TX","SAN FRANCISCO, CA",707,1636,926,407.04001,.64649999,7.4000096,0,1,0,5.5451775,54.760143,.64649999,6.8308744
1997,"HOUSTON, TX","SAN FRANCISCO, CA",707,1636,862,422.94,.65179998,7.4000096,0,0,0,5.5834961,54.760143,.65179998,6.7592554
1999,"HOUSTON, TX","OAKLAND, CA",692,1645,178,327.54001,.41169998,7.4054956,0,1,0,5.3278761,54.841366,.41169998,5.1817837
1999,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,154,278.25,.60659999,7.4054956,0,1,0,5.1647859,54.841366,.60659999,5.0369525
2000,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,156,279.84,.7058,7.4054956,0,0,1,5.1704841,54.841366,.7058,5.0498562
1998,"HOUSTON, TX","OAKLAND, CA",692,1645,147,376.82999,.35889998,7.4054956,1,0,0,5.46806,54.841366,.35889998,4.9904327
1997,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,139,275.07001,.67629999,7.4054956,0,0,0,5.1532917,54.841366,.67629999,4.934474
1998,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,165,265.53,.47209999,7.4054956,1,0,0,5.1179938,54.841366,.47209999,5.1059456
2000,"HOUSTON, TX","OAKLAND, CA",692,1645,271,391.14001,.34220001,7.4054956,0,0,1,5.5053315,54.841366,.34220001,5.602119
1997,"HOUSTON, TX","OAKLAND, CA",692,1645,139,351.39001,.38330001,7.4054956,0,0,0,5.3981628,54.841366,.38330001,4.934474
1999,"ALBUQUERQUE, NM","WASHINGTON, DC",33,1648,390,311.64001,.29319999,7.4073176,0,1,0,5.2781148,54.868355,.29319999,5.9661469
1998,"ALBUQUERQUE, NM","WASHINGTON, DC",33,1648,395,275.07001,.35830003,7.4073176,1,0,0,5.1532917,54.868355,.35830003,5.9788857
1997,"ALBUQUERQUE, NM","WASHINGTON, DC",33,1648,411,290.97,.3682,7.4073176,0,0,0,5.209486,54.868355,.3682,6.0185933
2000,"ALBUQUERQUE, NM","WASHINGTON, DC",33,1648,337,359.34,.4041,7.4073176,0,0,1,5.4205351,54.868355,.4041,5.8200831
1998,"DALLAS, TX","SEATTLE, WA",510,1660,674,502.44,.48479998,7.4145727,1,0,0,5.7557421,54.975887,.48479998,6.5132303
2000,"DALLAS, TX","SEATTLE, WA",510,1660,808,527.88,.50189996,7.4145727,0,0,1,5.8051348,54.975887,.50189996,6.694562
1999,"DALLAS, TX","SEATTLE, WA",510,1660,724,515.15997,.49250001,7.4145727,0,1,0,5.7807436,54.975887,.49250001,6.5847912
1997,"DALLAS, TX","SEATTLE, WA",510,1660,661,462.69,.48409998,7.4145727,0,0,0,5.6733232,54.975887,.48409998,6.4937539
2000,"DETROIT, MI","PHOENIX, AZ",588,1671,1069,294.14999,.50150001,7.4211774,0,0,1,5.220356,55.073875,.50150001,6.9744787
1999,"DETROIT, MI","PHOENIX, AZ",588,1671,1052,262.35001,.55379999,7.4211774,0,1,0,5.1059456,55.073875,.55379999,6.9584484
1997,"DETROIT, MI","PHOENIX, AZ",588,1671,915,284.60999,.61680001,7.4211774,0,0,0,5.187386,55.073875,.61680001,6.818924
1998,"DETROIT, MI","PHOENIX, AZ",588,1671,984,276.66,.54509997,7.4211774,1,0,0,5.1590552,55.073875,.54509997,6.8916259
1998,"CHICAGO, IL","RENO, NV",348,1672,368,262.35001,.71769994,7.4217758,1,0,0,5.1059456,55.082756,.71769994,5.908083
2000,"CHICAGO, IL","RENO, NV",348,1672,275,284.60999,.66460001,7.4217758,0,0,1,5.187386,55.082756,.66460001,5.6167712
1997,"CHICAGO, IL","RENO, NV",348,1672,309,236.91,.73790002,7.4217758,0,0,0,5.0039463,55.082756,.73790002,5.7333412
1998,"COLUMBUS, OH","PHOENIX, AZ",452,1672,509,244.86,.70480001,7.4217758,1,0,0,5.0369525,55.082756,.70480001,6.2324481
2000,"COLUMBUS, OH","PHOENIX, AZ",452,1672,558,241.67999,.59249997,7.4217758,0,0,1,5.0238805,55.082756,.59249997,6.3243589
1999,"COLUMBUS, OH","PHOENIX, AZ",452,1672,595,219.42,.5988,7.4217758,0,1,0,4.9272537,55.082756,.5988,6.3885612
1997,"LOS ANGELES, CA","NEW ORLEANS, LA",816,1672,736,262.35001,.3484,7.4217758,0,0,0,5.1059456,55.082756,.3484,6.6012301
2000,"LOS ANGELES, CA","NEW ORLEANS, LA",816,1672,790,298.92001,.30270001,7.4217758,0,0,1,5.2364421,55.082756,.30270001,6.6720328
1999,"LOS ANGELES, CA","NEW ORLEANS, LA",816,1672,719,278.25,.33400002,7.4217758,0,1,0,5.1647859,55.082756,.33400002,6.5778613
1997,"COLUMBUS, OH","PHOENIX, AZ",452,1672,459,265.53,.61909997,7.4217758,0,0,0,5.1179938,55.082756,.61909997,6.1290503
1998,"LOS ANGELES, CA","NEW ORLEANS, LA",816,1672,667,284.60999,.3563,7.4217758,1,0,0,5.187386,55.082756,.3563,6.50279
1999,"CHICAGO, IL","RENO, NV",348,1672,304,286.20001,.62660003,7.4217758,0,1,0,5.1929569,55.082756,.62660003,5.7170277
2000,"DENVER, CO","HARTFORD, CT",526,1673,217,465.87,.52450001,7.4223738,0,0,1,5.6801724,55.091633,.52450001,5.3798971
1997,"ALBUQUERQUE, NM","BALTIMORE, MD",9,1673,200,236.91,.2013,7.4223738,0,0,0,5.0039463,55.091633,.2013,5.2983174
1999,"ALBUQUERQUE, NM","BALTIMORE, MD",9,1673,214,257.57999,.21969999,7.4223738,0,1,0,5.0875964,55.091633,.21969999,5.3659759
1998,"DENVER, CO","HARTFORD, CT",526,1673,210,424.53,.55339998,7.4223738,1,0,0,5.5872488,55.091633,.55339998,5.3471074
1997,"DENVER, CO","HARTFORD, CT",526,1673,161,504.03,.52459997,7.4223738,0,0,0,5.7589016,55.091633,.52459997,5.0814042
1998,"ALBUQUERQUE, NM","BALTIMORE, MD",9,1673,194,246.45,.20639999,7.4223738,1,0,0,5.0434251,55.091633,.20639999,5.267858
2000,"ALBUQUERQUE, NM","BALTIMORE, MD",9,1673,310,241.67999,.28470001,7.4223738,0,0,1,5.0238805,55.091633,.28470001,5.7365723
1999,"DENVER, CO","HARTFORD, CT",526,1673,180,478.59,.51719999,7.4223738,0,1,0,5.7071104,55.091633,.51719999,5.1929569
2000,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,245,327.54001,.81239998,7.4259539,0,0,1,5.3278761,55.144791,.81239998,5.5012584
1998,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,172,333.89999,.76489997,7.4259539,1,0,0,5.3471074,55.144791,.76489997,5.1474943
1997,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,160,319.59,.81290001,7.4259539,0,0,0,5.3033047,55.144791,.81290001,5.0751739
1999,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,173,375.23999,.74230003,7.4259539,0,1,0,5.4638319,55.144791,.74230003,5.1532917
1997,"CO SPRINGS, CO","MIAMI, FL",421,1685,55,298.92001,.32089999,7.4295206,0,0,0,5.2364421,55.197777,.32089999,4.0073333
1998,"CO SPRINGS, CO","MIAMI, FL",421,1685,44,321.17999,.31169999,7.4295206,1,0,0,5.3082676,55.197777,.31169999,3.7841897
1999,"CO SPRINGS, CO","MIAMI, FL",421,1685,45,330.72,.2482,7.4295206,0,1,0,5.3375382,55.197777,.2482,3.8066626
2000,"CO SPRINGS, CO","MIAMI, FL",421,1685,46,349.79999,.3705,7.4295206,0,0,1,5.3936276,55.197777,.3705,3.8286414
1998,"AUSTIN, TX","BOSTON, MA",118,1695,264,381.60001,.55559999,7.4354382,1,0,0,5.480639,55.28574,.55559999,5.5759492
2000,"AUSTIN, TX","BOSTON, MA",118,1695,252,601.02002,.3696,7.4354382,0,0,1,5.9348941,55.28574,.3696,5.529429
1997,"AUSTIN, TX","BOSTON, MA",118,1695,291,383.19,.62580001,7.4354382,0,0,0,5.484797,55.28574,.62580001,5.6733232
1999,"AUSTIN, TX","BOSTON, MA",118,1695,238,556.5,.48720002,7.4354382,0,1,0,5.857933,55.28574,.48720002,5.4722705
2000,"MILWAUKEE, WI","SEATTLE, WA",883,1697,183,333.89999,.48750001,7.4366174,0,0,1,5.3471074,55.30328,.48750001,5.209486
1998,"MILWAUKEE, WI","SEATTLE, WA",883,1697,121,430.89001,.4149,7.4366174,1,0,0,5.602119,55.30328,.4149,4.7957907
1999,"MILWAUKEE, WI","SEATTLE, WA",883,1697,121,440.42999,.48290002,7.4366174,0,1,0,5.6240177,55.30328,.48290002,4.7957907
1997,"MILWAUKEE, WI","SEATTLE, WA",883,1697,111,480.17999,.56270003,7.4366174,0,0,0,5.7104268,55.30328,.56270003,4.7095304
1997,"CHICAGO, IL","ONTARIO, CA",339,1701,335,387.95999,.51450002,7.4389715,0,0,0,5.4971681,55.338299,.51450002,5.8141303
2000,"CHICAGO, IL","ONTARIO, CA",339,1701,340,343.44,.49779999,7.4389715,0,0,1,5.3752785,55.338299,.49779999,5.8289456
1998,"CHICAGO, IL","ONTARIO, CA",339,1701,333,373.64999,.52709997,7.4389715,1,0,0,5.4595857,55.338299,.52709997,5.8081427
1999,"CHICAGO, IL","ONTARIO, CA",339,1701,325,343.44,.45019999,7.4389715,0,1,0,5.3752785,55.338299,.45019999,5.7838254
1999,"DENVER, CO","FT. LAUDERDALE, FL",525,1706,247,345.03,.32749999,7.4419069,0,1,0,5.3798971,55.381977,.32749999,5.5093884
1997,"DENVER, CO","FT. LAUDERDALE, FL",525,1706,164,387.95999,.3662,7.4419069,0,0,0,5.4971681,55.381977,.3662,5.0998664
2000,"DENVER, CO","FT. LAUDERDALE, FL",525,1706,298,364.10999,.2201,7.4419069,0,0,1,5.433722,55.381977,.2201,5.6970935
1998,"DENVER, CO","FT. LAUDERDALE, FL",525,1706,296,321.17999,.33650002,7.4419069,1,0,0,5.3082676,55.381977,.33650002,5.6903596
1997,"PORTLAND, OR","ST. LOUIS, MO",1069,1710,163,333.89999,.60570002,7.4442487,0,0,0,5.3471074,55.41684,.60570002,5.09375
2000,"PORTLAND, OR","ST. LOUIS, MO",1069,1710,200,375.23999,.51599997,7.4442487,0,0,1,5.4638319,55.41684,.51599997,5.2983174
1997,"DENVER, CO","MIAMI, FL",532,1710,435,367.29001,.4154,7.4442487,0,0,0,5.4424176,55.41684,.4154,6.075346
1998,"DENVER, CO","MIAMI, FL",532,1710,412,410.22,.50730002,7.4442487,1,0,0,5.5529594,55.41684,.50730002,6.0210233
